,JANE
okay mate hang,0.0
yeah okay mate,0.0
<eol> yeah okay,0.0
til listen arrive,0.0
listen arrive bother,0.0
arrive bother queueing,0.0
bother queueing go,0.0
queueing go straight,0.0
go straight front,0.0
straight front tell,0.0
front tell doorman,0.0
tell doorman expecting,0.0
doorman expecting like,0.0
expecting like champagne,0.0
like champagne yeah,0.0
champagne yeah </eol>,0.0
<eol> alright get,0.0
alright get inside,0.0
get inside </eol>,0.0
inside </eol> </eol>,0.0
say blame,0.0
going back,0.0
way apologise feel,0.0
might changed,0.0
<eol> stacey,0.0
stacey text,0.0
text last,0.0
nothing matter,0.0
yeah recognise,0.0
recognise number,0.0
number thought,0.0
might thought,0.0
changed something,0.0
mitchell gonna,0.0
well mystery,0.0
mystery </eol>,0.0
<eol> muddling,0.0
muddling along,0.0
hear see,0.0
know find,0.0
find </eol>,0.0
gonna ronnie,0.0
gonna love,0.0
want back,0.0
rub wrong,0.0
wine remembering,0.0
know lying,0.0
lying getting,0.0
getting tending,0.0
tending oscar,0.0
oscar dinner,0.0
dinner watching,0.0
watching tv,0.0
tv bottle,0.0
remembering used,0.0
lie know,0.0
cause holding,0.0
holding sorry,0.0
sorry cause,0.0
cause good,0.0
good happy,0.0
happy girl,0.0
girl know,0.0
know lie,0.0
ronnie rub,0.0
wrong way,0.0
detail display,0.0
sophie mum,0.0
nib </eol>,0.0
girl tan,0.0
idea want,0.0
want birthday,0.0
bradley back,0.0
making conversation,0.0
conversation </eol>,0.0
<eol> sophie,0.0
mum try,0.0
working today,0.0
try mobile,0.0
mobile </eol>,0.0
alright harm,0.0
done called,0.0
called five,0.0
minute away,0.0
tea mate,0.0
mate back,0.0
<eol> nib,0.0
morning working,0.0
way mean,0.0
branning </eol>,0.0
mean phil,0.0
take lying,0.0
lying </eol>,0.0
yes mate,0.0
mate ready,0.0
ready </eol>,0.0
hello max,0.0
max branning,0.0
right really,0.0
bradley morning,0.0
get number,0.0
fine quite,0.0
quite understand,0.0
yeah still,0.0
still yeah,0.0
maybe yeah,0.0
listen gotta,0.0
go bradley,0.0
display know,0.0
every detail,0.0
mum step,0.0
barney </eol>,0.0
absolutely hold,0.0
hold hand,0.0
hand gonna,0.0
help one,0.0
one u,0.0
u round,0.0
round round,0.0
round barney,0.0
seen little,0.0
scared broken,0.0
girl state,0.0
state u,0.0
u together,0.0
together tan,0.0
tan mean,0.0
mean everything,0.0
everything everything,0.0
well sound,0.0
broken little,0.0
one scared,0.0
great make,0.0
cuddle </eol>,0.0
alright think,0.0
<eol> swear,0.0
swear life,0.0
well babe,0.0
babe abi,0.0
abi upset,0.0
upset came,0.0
round cuddle,0.0
well lauren,0.0
babe one,0.0
lauren told,0.0
told stuff,0.0
stuff backed,0.0
backed sat,0.0
sat say,0.0
say lot,0.0
lot held,0.0
held </eol>,0.0
sound great,0.0
make want,0.0
lawyer life,0.0
whatever word,0.0
knew fair,0.0
fair one,0.0
one never,0.0
never choice,0.0
choice </eol>,0.0
<eol> dvd,0.0
dvd misplaced,0.0
misplaced whatever,0.0
word snotty,0.0
bradley scene,0.0
snotty brief,0.0
brief used,0.0
used tan,0.0
tan way,0.0
way go,0.0
money lining,0.0
lining pocket,0.0
pocket lawyer,0.0
scene knew,0.0
little bradley,0.0
want bring,0.0
obsessed alocholic,0.0
bring anything,0.0
<eol> yeh,0.0
yeh nice,0.0
think fair,0.0
fair drug,0.0
drug taking,0.0
taking work,0.0
work obsessed,0.0
alocholic </eol>,0.0
rachel little,0.0
please give,0.0
tan co,0.0
co never,0.0
never able,0.0
able far,0.0
far back,0.0
back remember,0.0
remember rachel,0.0
back seven,0.0
seven </eol>,0.0
<eol> beat,0.0
think pleased,0.0
invited tell,0.0
thanks cheer,0.0
well nice,0.0
nice reception,0.0
reception mean,0.0
mean anyone,0.0
anyone would,0.0
would think,0.0
pleased see,0.0
sean girl,0.0
see tan,0.0
<eol> absinthe,0.0
absinthe got,0.0
idea strong,0.0
strong stuff,0.0
stuff gonna,0.0
gonna leave,0.0
leave around,0.0
girl invited,0.0
alright sean,0.0
sorry darren,0.0
gonna anything,0.0
errand run,0.0
run </eol>,0.0
make prior,0.0
prior engagement,0.0
engagement family,0.0
family thing,0.0
alright news,0.0
news break,0.0
well take,0.0
tan alright,0.0
take control,0.0
control people,0.0
gonna end,0.0
end controlling,0.0
controlling </eol>,0.0
blimey jack,0.0
jack know,0.0
birthday tan,0.0
kid drink,0.0
darren </eol>,0.0
beat mean,0.0
oscar coming,0.0
vein mean,0.0
mean always,0.0
always get,0.0
used yeah,0.0
yeah come,0.0
come sweetheart,0.0
sweetheart </eol>,0.0
get oscar,0.0
coming back,0.0
blood running,0.0
back mine,0.0
much drink,0.0
drink darling,0.0
darling look,0.0
look properly,0.0
properly tonight,0.0
tonight go,0.0
go help,0.0
running vein,0.0
gonna blood,0.0
listen think,0.0
without get,0.0
think find,0.0
find whatever,0.0
whatever like,0.0
like otherwise,0.0
otherwise gonna,0.0
gonna thing,0.0
thing leave,0.0
leave without,0.0
yeah always,0.0
always gonna,0.0
always tan,0.0
tan cause,0.0
cause kid,0.0
kid see,0.0
see fact,0.0
fact babe,0.0
babe whatever,0.0
whatever always,0.0
couple errand,0.0
well couple,0.0
waste </eol>,0.0
paint work,0.0
plastered doorstep,0.0
doorstep turn,0.0
turn round,0.0
round standing,0.0
standing car,0.0
car could,0.0
could swear,0.0
swear paint,0.0
mean ran,0.0
found tanya,0.0
ran called,0.0
called keep,0.0
keep eye,0.0
long many,0.0
many enemy,0.0
enemy made,0.0
believe paying,0.0
paying rent,0.0
tanya plastered,0.0
jay </eol>,0.0
mean waste,0.0
love ya,0.0
mean well,0.0
well end,0.0
end well,0.0
babe listen,0.0
listen pick,0.0
pick sister,0.0
sister tomorrow,0.0
tomorrow yeah,0.0
oi think,0.0
boy jay,0.0
sure mate,0.0
mate stacey,0.0
stacey tanya,0.0
else forgot,0.0
forgot tell,0.0
tell know,0.0
know brat,0.0
brat boy,0.0
rent gaff,0.0
gaff kipping,0.0
kipping couch,0.0
strictly necessary,0.0
abi stranded,0.0
stranded </eol>,0.0
go pizza,0.0
pizza </eol>,0.0
right well,0.0
well worry,0.0
worry make,0.0
<eol> strictly,0.0
necessary </eol>,0.0
couch </eol>,0.0
made arrest,0.0
arrest </eol>,0.0
seemed well,0.0
sure jase,0.0
jase dyer,0.0
dyer son,0.0
come arrested,0.0
arrested </eol>,0.0
yesterday abi,0.0
stuff yesterday,0.0
know stuff,0.0
honest </eol>,0.0
take look,0.0
look mirror,0.0
mirror bruv,0.0
bruv </eol>,0.0
ronnie selina,0.0
selina </eol>,0.0
<eol> favour,0.0
oh blimey,0.0
blimey </eol>,0.0
thought pop,0.0
pop round,0.0
round check,0.0
check girl,0.0
girl bit,0.0
bit concerned,0.0
concerned behalf,0.0
behalf honest,0.0
know alright,0.0
get abi,0.0
thing bit,0.0
think danger,0.0
<eol> junkie,0.0
junkie calling,0.0
calling name,0.0
hi yeah,0.0
need talk,0.0
talk someone,0.0
someone kid,0.0
kid think,0.0
danger </eol>,0.0
foot kid,0.0
got end,0.0
end said,0.0
said would,0.0
would thought,0.0
thought smarter,0.0
smarter know,0.0
<eol> regretting,0.0
regretting already,0.0
kid hear,0.0
ten foot,0.0
though know,0.0
<eol> head,0.0
behaving like,0.0
<eol> clue,0.0
clue </eol>,0.0
<eol> interesting,0.0
interesting conversation,0.0
conversation keith,0.0
keith miller,0.0
miller </eol>,0.0
head morning,0.0
within ten,0.0
<eol> reckoned,0.0
reckoned tanked,0.0
tanked </eol>,0.0
business mother,0.0
mother incapable,0.0
incapable looking,0.0
looking em,0.0
want within,0.0
already though,0.0
much 4,0.0
problem caused,0.0
co family,0.0
<eol> storing,0.0
storing credit,0.0
credit making,0.0
everyone know,0.0
know disapproves,0.0
disapproves taking,0.0
taking anyway,0.0
anyway co,0.0
family great,0.0
jack even,0.0
great east,0.0
east end,0.0
end myth,0.0
myth peddle,0.0
peddle like,0.0
like hypocrite,0.0
hypocrite </eol>,0.0
trying solve,0.0
even worse,0.0
realize jack,0.0
4 either,0.0
engaged started,0.0
either going,0.0
going co,0.0
co slung,0.0
slung co,0.0
co realized,0.0
realized big,0.0
big mistake,0.0
<eol> engaged,0.0
started yes,0.0
moment realize,0.0
yes know,0.0
everything tanya,0.0
tanya called,0.0
called know,0.0
think much,0.0
much fine,0.0
fine waiting,0.0
waiting moment,0.0
know behaving,0.0
need know,0.0
fine need,0.0
mum going,0.0
told leaving,0.0
leaving want,0.0
anything else,0.0
else come,0.0
<eol> lauren,0.0
lauren darlin,0.0
bad seems,0.0
seems mum,0.0
going calm,0.0
<eol> son,0.0
calm </eol>,0.0
<eol> walked,0.0
walked </eol>,0.0
oh reminds,0.0
reminds seen,0.0
seen brother,0.0
brother recently,0.0
okay heard,0.0
son told,0.0
sleeping mother,0.0
away kid,0.0
supposed mean,0.0
step backwards,0.0
backwards bradley,0.0
bradley deep,0.0
deep know,0.0
leave girl,0.0
girl alone,0.0
alone upset,0.0
upset supposed,0.0
<eol> since,0.0
start sleeping,0.0
since win,0.0
win right,0.0
right tell,0.0
tell child,0.0
<eol> bringing,0.0
bringing sean,0.0
slater round,0.0
thinking girl,0.0
heard got,0.0
got new,0.0
new girl,0.0
<eol> dumping,0.0
oscar saw,0.0
saw market,0.0
market baby,0.0
baby need,0.0
need stimulating,0.0
stimulating gotta,0.0
gotta start,0.0
start young,0.0
dumping already,0.0
girl go,0.0
dumping </eol>,0.0
<eol> snappy,0.0
snappy cope,0.0
cope help,0.0
dear losing,0.0
take round,0.0
telling stay,0.0
stay away,0.0
<eol> oscar,0.0
innit </eol>,0.0
pay innit,0.0
drunk pay,0.0
<eol> yesterday,0.0
yesterday blimey,0.0
blimey must,0.0
really like,0.0
nothing talk,0.0
talk brother,0.0
brother ask,0.0
ask love,0.0
love life,0.0
still sore,0.0
sore </eol>,0.0
like get,0.0
caught jack,0.0
thought jase,0.0
jase supposed,0.0
supposed throw,0.0
throw drunk,0.0
solve problem,0.0
caused kid,0.0
change thing,0.0
round jack,0.0
make time,0.0
time ya,0.0
ya co,0.0
co working,0.0
working around,0.0
around today,0.0
today alright,0.0
alright round,0.0
maybe sort,0.0
well want,0.0
sort abi,0.0
abi stand,0.0
stand playing,0.0
playing concerned,0.0
concerned mum,0.0
mum even,0.0
even know,0.0
know daughter,0.0
looking </eol>,0.0
daughter well,0.0
slipped house,0.0
evidence mean,0.0
stupid well,0.0
well stupid,0.0
stupid mum,0.0
mum enough,0.0
enough got,0.0
got dvd,0.0
dvd christmas,0.0
christmas evidence,0.0
mean hang,0.0
still daughter,0.0
hang </eol>,0.0
yeah luv,0.0
luv </eol>,0.0
babe better,0.0
better quick,0.0
quick chat,0.0
chat mum,0.0
calling </eol>,0.0
daughter slipped,0.0
house last,0.0
kid living,0.0
hot chocolate,0.0
sec alright,0.0
alright thank,0.0
right nice,0.0
mean kid,0.0
<eol> far,0.0
far know,0.0
know make,0.0
make hot,0.0
chocolate </eol>,0.0
hold </eol>,0.0
problem stick,0.0
stick front,0.0
door back,0.0
back hinge,0.0
hinge leave,0.0
well well,0.0
think oh,0.0
well change,0.0
back sec,0.0
diary hold,0.0
<eol> came,0.0
even bothered,0.0
came round,0.0
round see,0.0
see gone,0.0
gone one,0.0
one clock,0.0
clock </eol>,0.0
think calling,0.0
calling even,0.0
bothered pick,0.0
check diary,0.0
pick phone,0.0
phone could,0.0
could brought,0.0
brought back,0.0
back meself,0.0
meself </eol>,0.0
still want,0.0
listen check,0.0
bit stupid,0.0
dad bit,0.0
right dad,0.0
jack relax,0.0
sink kidding,0.0
kidding sort,0.0
sort bloke,0.0
bloke think,0.0
nah woman,0.0
woman work,0.0
work get,0.0
get ronnie,0.0
relax urinate,0.0
loo go,0.0
urinate sink,0.0
sink okay,0.0
waiting jack,0.0
jack seeing,0.0
seeing ronnie,0.0
mitchell sorry,0.0
sorry still,0.0
still doubt,0.0
go sink,0.0
another loo,0.0
thing right,0.0
get kid,0.0
living drug,0.0
drug addict,0.0
addict </eol>,0.0
drunk profit,0.0
profit start,0.0
start drop,0.0
drop booty,0.0
booty get,0.0
kid start,0.0
hurry get,0.0
start paying,0.0
paying maintenance,0.0
maintenance realize,0.0
realize go,0.0
go slap,0.0
slap better,0.0
better take,0.0
tell hurry,0.0
doubt want,0.0
want cast,0.0
cast offsanyway,0.0
promise alright,0.0
crossed square,0.0
square </eol>,0.0
yeah uh,0.0
uh yeah,0.0
know tried,0.0
tried hard,0.0
hard keep,0.0
keep promise,0.0
alright maybe,0.0
offsanyway </eol>,0.0
maybe end,0.0
end day,0.0
day best,0.0
best thing,0.0
thing u,0.0
sorry babe,0.0
babe really,0.0
really u,0.0
believe crossed,0.0
right none,0.0
order sorry,0.0
alright order,0.0
<eol> shame,0.0
shame expect,0.0
expect visiting,0.0
visiting mind,0.0
much challenge,0.0
challenge </eol>,0.0
different thing,0.0
thing entirely,0.0
entirely </eol>,0.0
mistake said,0.0
sorry gave,0.0
gave hard,0.0
hard time,0.0
really took,0.0
took advantage,0.0
advantage ignorance,0.0
ignorance alright,0.0
apologise feel free,0.0
<eol> way apologise,0.0
<eol> bloke got,0.0
warning phil take,0.0
long last </eol>,0.0
<eol> <eol> tape,0.0
<eol> tape nothing,0.0
tape nothing going,0.0
nothing going give,0.0
going give back,0.0
give back warning,0.0
back warning phil,0.0
phil take seriously,0.0
let see long,0.0
take seriously treat,0.0
seriously treat respect,0.0
treat respect </eol>,0.0
respect </eol> </eol>,0.0
<eol> <eol> car,0.0
<eol> car lot,0.0
car lot yes,0.0
lot yes </eol>,0.0
see long last,0.0
turned let see,0.0
going sell freehold,0.0
else recording neither,0.0
yes keep thinking,0.0
keep thinking fist,0.0
thinking fist make,0.0
fist make even,0.0
make even easier,0.0
even easier one,0.0
easier one else,0.0
one else recording,0.0
recording neither cheap,0.0
back turned let,0.0
neither cheap sucker,0.0
cheap sucker punch,0.0
sucker punch want,0.0
punch want go,0.0
want go toe,0.0
go toe toe,0.0
toe toe back,0.0
toe back turned,0.0
<eol> going sell,0.0
sell freehold car,0.0
driving one yes,0.0
shame never grateful,0.0
ever see make,0.0
see make business,0.0
make business know,0.0
business know exactly,0.0
know exactly dealing,0.0
exactly dealing capable,0.0
dealing capable shame,0.0
capable shame never,0.0
never grateful want,0.0
quite </eol> </eol>,0.0
grateful want car,0.0
want car lot,0.0
car lot got,0.0
lot got 5pm,0.0
got 5pm </eol>,0.0
5pm </eol> </eol>,0.0
<eol> know peggy,0.0
know peggy problem,0.0
<eol> ever see,0.0
seeing quite </eol>,0.0
freehold car lot,0.0
call gesture friendship,0.0
car lot half,0.0
lot half market,0.0
half market price,0.0
market price way,0.0
price way apologizing,0.0
way apologizing let,0.0
apologizing let call,0.0
let call gesture,0.0
gesture friendship </eol>,0.0
police seeing quite,0.0
friendship </eol> </eol>,0.0
<eol> bad news,0.0
bad news ben,0.0
news ben co,0.0
ben co give,0.0
co give tape,0.0
give tape police,0.0
tape police seeing,0.0
one yes keep,0.0
died driving one,0.0
sharp like could,0.0
properly say want,0.0
even though cost,0.0
though cost family,0.0
cost family </eol>,0.0
<eol> thanks coming,0.0
thanks coming better,0.0
coming better talk,0.0
better talk properly,0.0
talk properly say,0.0
say want say,0.0
small victory even,0.0
want say rather,0.0
say rather people,0.0
rather people care,0.0
people care want,0.0
care want hear,0.0
want hear </eol>,0.0
<eol> <eol> true,0.0
<eol> true want,0.0
victory even though,0.0
needing small victory,0.0
want u get,0.0
sink right get,0.0
dead one catch,0.0
one catch disinfect,0.0
catch disinfect waiting,0.0
disinfect waiting </eol>,0.0
<eol> <eol> either,0.0
<eol> either clean,0.0
either clean sink,0.0
clean sink right,0.0
right get </eol>,0.0
still needing small,0.0
<eol> like putting,0.0
like putting thought,0.0
putting thought head,0.0
thought head </eol>,0.0
<eol> <eol> small,0.0
<eol> small man,0.0
small man still,0.0
man still needing,0.0
true want u,0.0
u get like,0.0
wick died driving,0.0
react well know,0.0
phil pick fight,0.0
pick fight people,0.0
fight people know,0.0
people know nothing,0.0
know nothing understanding,0.0
nothing understanding might,0.0
understanding might react,0.0
might react well,0.0
well know </eol>,0.0
stupid man phil,0.0
<eol> enough police,0.0
enough police already,0.0
police already sold,0.0
already sold stolen,0.0
sold stolen car,0.0
stolen car kevin,0.0
car kevin wick,0.0
kevin wick died,0.0
man phil pick,0.0
<eol> stupid man,0.0
get like ronnie,0.0
effort get along,0.0
like ronnie obviously,0.0
ronnie obviously interest,0.0
obviously interest interest,0.0
interest interest phil,0.0
interest phil thinking,0.0
phil thinking make,0.0
thinking make effort,0.0
make effort get,0.0
get along cocky,0.0
<eol> <eol> stupid,0.0
along cocky gitwho,0.0
cocky gitwho even,0.0
gitwho even like,0.0
even like </eol>,0.0
<eol> new evidence,0.0
new evidence still,0.0
evidence still might,0.0
still might </eol>,0.0
peggy problem </eol>,0.0
<eol> tell ronnie,0.0
tell ronnie tape,0.0
going determine rest,0.0
phil hurt guarantee,0.0
hurt guarantee sit,0.0
guarantee sit listen,0.0
sit listen co,0.0
listen co decide,0.0
co decide darren,0.0
decide darren going,0.0
darren going determine,0.0
determine rest life,0.0
going fine phil,0.0
rest life go,0.0
life go </eol>,0.0
<eol> <eol> chose,0.0
<eol> chose reason,0.0
chose reason darren,0.0
reason darren ambitious,0.0
darren ambitious motivated,0.0
ambitious motivated got,0.0
fine phil hurt,0.0
look going fine,0.0
got world gut,0.0
<eol> worry touch,0.0
car lot freehold,0.0
lot freehold right,0.0
freehold right sign,0.0
right sign first,0.0
sign first give,0.0
first give 18,0.0
give 18 </eol>,0.0
18 </eol> </eol>,0.0
worry touch </eol>,0.0
okay look going,0.0
touch </eol> </eol>,0.0
<eol> <eol> darren,0.0
<eol> darren listen,0.0
darren listen </eol>,0.0
listen </eol> </eol>,0.0
<eol> get grip,0.0
get grip okay,0.0
grip okay look,0.0
motivated got world,0.0
world gut many,0.0
ronnie tape go,0.0
else accept risk,0.0
apprenticeship handle say,0.0
handle say give,0.0
say give money,0.0
give money head,0.0
money head start,0.0
head start somewhere,0.0
start somewhere else,0.0
somewhere else accept,0.0
accept risk stay,0.0
see offering apprenticeship,0.0
risk stay learn,0.0
stay learn really,0.0
learn really play,0.0
really play game,0.0
play game going,0.0
game going </eol>,0.0
<eol> late </eol>,0.0
<eol> see sharp,0.0
offering apprenticeship handle,0.0
time see offering,0.0
gut many people,0.0
prove live pressure,0.0
many people would,0.0
people would agreed,0.0
would agreed take,0.0
agreed take phil,0.0
take phil mitchell,0.0
phil mitchell need,0.0
mitchell need prove,0.0
need prove live,0.0
live pressure choice,0.0
year time see,0.0
pressure choice make,0.0
choice make owning,0.0
make owning lot,0.0
owning lot crappy,0.0
lot crappy car,0.0
crappy car lot,0.0
car lot year,0.0
lot year time,0.0
giving car lot,0.0
pay giving car,0.0
going pay giving,0.0
phil drinking </eol>,0.0
phone bent solicitor,0.0
bent solicitor ritchie,0.0
solicitor ritchie scott,0.0
ritchie scott start,0.0
scott start saving,0.0
start saving still,0.0
saving still </eol>,0.0
<eol> phil drinking,0.0
<eol> hey peggy,0.0
something return phone,0.0
hey peggy ready,0.0
peggy ready one,0.0
ready one road,0.0
one road yes,0.0
road yes </eol>,0.0
<eol> phil come,0.0
phil come join,0.0
come join u,0.0
return phone bent,0.0
owe something return,0.0
going going pay,0.0
air make thing,0.0
tape go police,0.0
go police threaten,0.0
police threaten darren,0.0
threaten darren go,0.0
darren go police,0.0
go police clear,0.0
police clear air,0.0
clear air make,0.0
make thing even,0.0
phil owe something,0.0
thing even u,0.0
even u see,0.0
u see really,0.0
see really try,0.0
really try help,0.0
try help louise,0.0
help louise phil,0.0
louise phil owe,0.0
join u </eol>,0.0
<eol> <eol> round,0.0
<eol> round let,0.0
cell want go,0.0
quiet make accomplice,0.0
make accomplice muppet,0.0
accomplice muppet give,0.0
muppet give tape,0.0
tape police two,0.0
police two sharing,0.0
two sharing cell,0.0
sharing cell want,0.0
want go well,0.0
round let make,0.0
go well look,0.0
well look wanted,0.0
look wanted revenge,0.0
wanted revenge kevin,0.0
revenge kevin right,0.0
kevin right </eol>,0.0
<eol> exactly going,0.0
exactly going going,0.0
keep quiet make,0.0
note keep quiet,0.0
200 note keep,0.0
beforehand 200 note,0.0
let make double,0.0
make double celebrating,0.0
double celebrating got,0.0
celebrating got join,0.0
got join u,0.0
join u time,0.0
u time peggy,0.0
time peggy excuse,0.0
peggy excuse </eol>,0.0
<eol> know change,0.0
know change plan,0.0
change plan </eol>,0.0
<eol> might mentioned,0.0
might mentioned phil,0.0
mentioned phil bribed,0.0
phil bribed beforehand,0.0
bribed beforehand 200,0.0
<eol> dead one,0.0
<eol> <eol> dead,0.0
breakfast </eol> </eol>,0.0
short notice desperate,0.0
ron </eol> </eol>,0.0
<eol> <eol> stripper,0.0
<eol> stripper </eol>,0.0
stripper </eol> </eol>,0.0
<eol> thing mind,0.0
thing mind </eol>,0.0
<eol> know short,0.0
know short notice,0.0
notice desperate oh,0.0
yeah thanks ron,0.0
desperate oh mate,0.0
oh mate really,0.0
mate really owe,0.0
really owe one,0.0
owe one get,0.0
one get asap,0.0
get asap french,0.0
asap french maid,0.0
thanks ron </eol>,0.0
<eol> yeah thanks,0.0
maid tranny actis,0.0
grow </eol> </eol>,0.0
involved knew huge,0.0
knew huge missing,0.0
huge missing year,0.0
missing year watching,0.0
year watching kid,0.0
watching kid change,0.0
kid change grow,0.0
change grow </eol>,0.0
<eol> wish anyone,0.0
<eol> ronnie </eol>,0.0
wish anyone </eol>,0.0
<eol> right phil,0.0
right phil hate,0.0
phil hate gut,0.0
hate gut deserve,0.0
gut deserve middle,0.0
deserve middle </eol>,0.0
middle </eol> </eol>,0.0
french maid tranny,0.0
